id,tradition,chunk_index,embedding,text,model
yajurveda_trans,India/Vedic,678,"[ 0.005823    0.03242877 -0.03898973 ... -0.0021589   0.01615692
  0.01042525]","wild beast.
Somewhere in the hills there had been a waterspout.

She called upon her pony with spur and voice, racing desperately for the
place where the trail rose. Of that wild dash for life she remembered
nothing afterward save the overmastering sense of peril. She knew that
the roan was pounding forward with the best speed in him, and presently
she knew too that no speed could save her. The roar of the advancing
water grew louder as it swept upon her. With a cry of terror she dragged
the pony to its haunches, slipped from the saddle, and attempted to
climb the rock face.",BAAI/bge-m3
yajurveda_trans,India/Vedic,679,"[ 0.00090678  0.05485264 -0.05458051 ... -0.01087377  0.00755954
  0.02836739]",", slipped from the saddle, and attempted to
climb the rock face.

Catching hold of outcropping ledges, mesquit, and even cactus bushes,
she went up like a mountain goat But the water swept upon her, waist
high, and dragged at her. She clung to a quartz knob her fingers had
found, but her feet were swept from her by the suction of the torrent.
Her hold relaxed, and she slid back into the river.",BAAI/bge-m3
yajurveda_trans,India/Vedic,680,"[-0.00290468  0.04926486 -0.03522963 ... -0.01789832  0.02851797
  0.01696422]","the torrent.
Her hold relaxed, and she slid back into the river.

Like a flash of light a rope descended over her outstretched arms,
tightened at her waist, and held her taut. She felt the pain of a
tremendous tug that seemed to tear her in two. Dimly her brain reported
that somebody was shouting. A long time afterward, as it seemed to her
then, a strong arm went round her. Inch by inch she was dragged from the
water that fought and wrestled for her. Phyllis knew that her rescuer
was working up the cliff wall with her. Then her perceptions blurred.",BAAI/bge-m3
yajurveda_trans,India/Vedic,681,"[ 0.00954499  0.07083802 -0.01189279 ... -0.02043683  0.06289745
  0.03660853]","orking up the cliff wall with her. Then her perceptions blurred.

""I'll never make it this way,"" he told himself aloud, half way up.",BAAI/bge-m3
yajurveda_trans,India/Vedic,682,"[ 0.03867695  0.07102623  0.0072319  ... -0.0428988   0.0092278
  0.04086174]","'ll never make it this way,"" he told himself aloud, half way up.

In fact, he had come to an _impasse_. Even without the burden of her
weight, the sheer smooth wall rose insurmountable above him. He did the
one thing left for him to do. Leaving her unconscious body in a sort of
trough formed by the juncture of two strata, he lowered himself into the
rushing stream, searched with his foot for a grip, and swung to the left
into the niche formed by a mesquit bush growing from the rock. From
here, after stiff climbing, he reached the top.",BAAI/bge-m3
yajurveda_trans,India/Vedic,683,"[ 0.0401073   0.03005719 -0.02073238 ...  0.02031833  0.04177624
  0.02237721]","m the rock. From
here, after stiff climbing, he reached the top.

He found, as he had expected, his cow pony with feet braced to keep the
rope taut. Old Baldy was practising the lesson learned from scores of
roped steers. No man in the Malpais country was stronger than this one.
In another minute he had drawn up the girl and laid her on the grass.

Soon she opened her eyes and looked into his troubled face.

""Mr. Weaver,"" she breathed in faint surprise. ""Where am I?""",BAAI/bge-m3
yajurveda_trans,India/Vedic,684,"[ 0.0076091   0.01498625 -0.03228045 ...  0.02892289  0.02351629
  0.04683688]","ce.

""Mr. Weaver,"" she breathed in faint surprise. ""Where am I?""

But her glances were already answering the question. They took in the
rope under her arms, followed it to the horn of the saddle, around which
the other end was tied, and came back to the leathery weather-beaten
face that looked down into hers.

""You have saved my life.""",BAAI/bge-m3
yajurveda_trans,India/Vedic,685,"[ 0.03683887  0.02503563 -0.01802582 ... -0.00283997  0.01633727
 -0.006554  ]","aten
face that looked down into hers.

""You have saved my life.""

""Not me. Old Baldy did it. I never could have got you out alone. When I
roped you, he backed off same as if you had been a steer, and pulled for
all there was in him. Between us we got you up.""

""Good old Baldy!"" She let it go at that for the moment, while she
thought it out. ""If you hadn't been right here----"" She finished her
sentence with a shudder.",BAAI/bge-m3
yajurveda_trans,India/Vedic,686,"[ 0.00813467  0.04031386 -0.01002318 ... -0.00018966  0.00331929
  0.01859255]","t been right here----"" She finished her
sentence with a shudder.

She could not guess how that thought stabbed him, for he replied
cheerfully: ""I heard you call, and Baldy brought me on the jump.""

Phyllis covered her face with her hands. She was badly shaken and could
not quite control herself. ""It was awful--awful."" And short staccato
sobs shook her.

Buck put his arm around her shoulders, and soothed her gently. ""Don't
you care, Phyllis. It's all past now. Forget it, little girl.""",BAAI/bge-m3
yajurveda_trans,India/Vedic,687,"[-0.02785726  0.04096141 -0.03562548 ... -0.00046648 -0.05184422
 -0.00654425]","t
you care, Phyllis. It's all past now. Forget it, little girl.""

""It was like some tremendous wild beast--a thousand times stronger and
crueller than a grizzly. It leaped at me, and----Oh, if you hadn't been
here!""

She caught at his sleeve and clung to it with both hands.

""If a fellow sticks around long enough he is sure to come in handy,""
Buck told her lightly.",BAAI/bge-m3
yajurveda_trans,India/Vedic,688,"[ 0.0314942   0.02877927 -0.0157662  ...  0.03152008 -0.01880722
  0.02275082]","long enough he is sure to come in handy,""
Buck told her lightly.

She did not answer, but presently she walked across a little unsteadily
and put her arms around the neck of the white-faced broncho. Her face
she buried in its mane. Weaver knew she was crying softly, and he wisely
left her alone while he recoiled the rope.

Presently she recovered her composure and began to pat the white silken
nose of the pony.",BAAI/bge-m3
yajurveda_trans,India/Vedic,689,"[ 0.0117924   0.04599824 -0.02440323 ... -0.00339814  0.02765791
  0.00874692]","er composure and began to pat the white silken
nose of the pony.

""You helped him to save my life, Baldy. Even he couldn't have done it
without you. How can I ever pay you for it?""

Weaver had an inspiration. ""He's yours from this moment. You can pay him
by taking him for your saddle horse. Baldy will never ride the round-up
again. We'll give him a Carnegie medal and retire him on a good-service
pension so far as the rough work goes.""",BAAI/bge-m3
yajurveda_trans,India/Vedic,690,"[-0.0058981   0.01325229 -0.01255847 ... -0.00940878 -0.0200224
 -0.029316  ]","re him on a good-service
pension so far as the rough work goes.""

Without looking at him, the girl answered softly: ""Thank you. I know I'm
taking from you the best cow-pony in Arizona, but I can't help it.""

""A cow-pony is a cow-pony, but a horse that saves the life of Miss
Phyllis Sanderson is a gentleman and a hero.""

""And what about the man who saves her life?"" Her voice was very small
and weepy.

""Tickled to death to have the chance. We'll forget that.""",BAAI/bge-m3
yajurveda_trans,India/Vedic,691,"[-0.01762922  0.03766298  0.02385202 ... -0.04754439  0.02716794
  0.00239124]","eepy.

""Tickled to death to have the chance. We'll forget that.""

Still she did not look at him. ""Never! Never as long as I live,"" she
cried vehemently.

It came to him that if he was ever going to put his fortune to the test
now was the time. He strode across and swung her round till she faced
him.

""As long as you live, Phyllis. And you're only eighteen. Me, I'm
thirty-seven. I lack just a year of being twice as old. What about it?
Am I too old and too hard and tough for you, little girl?""",BAAI/bge-m3
yajurveda_trans,India/Vedic,692,"[-0.00456536  0.04275485 -0.0119712  ... -0.00044318 -0.00980013
  0.02461194]","t it?
Am I too old and too hard and tough for you, little girl?""

""I--don't--understand.""

""Yes, you do. I'm asking you to marry me. Will you?""

""Oh, Mr. Weaver!"" she gasped.

""I ought to wrap it up pretty, oughtn't I? But there's nothing pretty
about me. No woman should marry me if she can help it, not unless her
heart brings her to me in spite of herself. Is it that way with you?""",BAAI/bge-m3
yajurveda_trans,India/Vedic,693,"[-0.02226529  0.03817181  0.00013592 ...  0.05287938 -0.00937611
  0.04095887]","brings her to me in spite of herself. Is it that way with you?""

Never before had she met a man like him, so masterful and virile. He
took short cuts as if he did not notice the ""No Trespassing"" sign. She
read in him a passion clamped by a will of iron, and there thrilled
through her a fierce delight in her power over this splendid type of the
male lover. She lived in a world of men, lean, wide-shouldered fellows,
who moved and had their being in conditions that made hickory withes of
them physically, hard close-mouthed citizens mentally. But even by the
frontier tests of efficiency, of gameness, of going the limit, Weaver
stood head and shoulders above his neighbors. She had lifted her gaze to
meet his, quite sure that her answer was not in doubt, but now her heart
was beating like a triphammer. She felt herself drifting from her
moorings. It was as though she were drowning forty fathoms deep in those
calm, unwinking eyes of his.",BAAI/bge-m3
yajurveda_trans,India/Vedic,694,"[ 0.02409651  0.04599116 -0.00947638 ... -0.01192739  0.02760494
  0.01752556]","rowning forty fathoms deep in those
calm, unwinking eyes of his.

""I don't think so,"" she cried desperately.

""You've got to be sure. I don't want you else.""

""Yes--yes!"" she cried eagerly. ""Don't rush me.""

""Take all the time you need. You can't be any too sure to suit me.""

""I--I don't think it will be yes,"" she told him shyly.

""I'm betting it will,"" he said confidently. ""And now, little girl, it's
time we started. You'll ride your Carnegie horse and I'll walk.""",BAAI/bge-m3
yajurveda_trans,India/Vedic,695,"[-0.00408788  0.0377968  -0.03643437 ... -0.02943431 -0.00368901
  0.02145113]","time we started. You'll ride your Carnegie horse and I'll walk.""

Her eyes dilated, for this brought to her mind something she had
forgotten. ""My roan! What do you think has become of it?""

He shook his head, preferring not to guess aloud. As he helped her to
the saddle his eyes fell on a stain of red running from the wrist of her
gauntlet.

""You've hurt your hand,"" he cried.

""It must have been when I caught at the cactus.""",BAAI/bge-m3
yajurveda_trans,India/Vedic,696,"[-0.03062971  0.0300943  -0.02111573 ... -0.01998979 -0.02338363
  0.03487582]","nd,"" he cried.

""It must have been when I caught at the cactus.""

Gently he slipped off the glove. Cruel thorns had torn the skin in a
dozen places. He drew the little spikes out one by one. Phyllis winced,
but did not cry out. After he had removed the last of them he tied her
handkerchief neatly round the wounds and drew on the gauntlet again. It
had been only a small service, nothing at all compared to the great one
he had just rendered, but somehow it had tightened his hold on her. She
wondered whether she would have to marry Buck Weaver no matter what she
really wanted to do.",BAAI/bge-m3
yajurveda_trans,India/Vedic,697,"[-0.00750391  0.01009747 -0.04193459 ... -0.01926415  0.01205941
  0.03594404]","ave to marry Buck Weaver no matter what she
really wanted to do.

With her left hand she guided Baldy, while Buck strode beside, never
wavering from the easy, powerful stride that was the expression of his
sinuous strength.

""Were you ever tired in your life?"" she asked once, with a little sigh
of fatigue.

He stopped in his stride, full of self-reproach. ""Now, ain't that like
me! Pluggin' ahead, and never thinking about how played out you are.
We'll rest here under these cottonwoods.""",BAAI/bge-m3
yajurveda_trans,India/Vedic,698,"[ 0.00610059  0.00844902 -0.04716284 ...  0.00130543  0.00820939
 -0.00600254]","ow played out you are.
We'll rest here under these cottonwoods.""

He lifted her down, for she was already very stiff and sore from her
adventure. An outdoor life had given her a supple strength and a wiry
endurance, of which her slender frame furnished no indication, but the
reaction from the strain was upon her. To Buck she looked pathetically
wan and exhausted. He put her down under a tree and arranged her saddle
for a pillow. Again the girl felt a net was being wound round her, that
she belonged to him and could not escape. Nor was she sure that she
wanted to get away from his possessive energy. In the pleasant sun glow
she fell asleep, without any intention of doing so. Two hours later she
opened her eyes.",BAAI/bge-m3
yajurveda_trans,India/Vedic,699,"[-0.00450722  0.01591459 -0.04149164 ...  0.00797215 -0.01489732
  0.00639472]","any intention of doing so. Two hours later she
opened her eyes.

Looking round, she saw Weaver lying flat on his back fifty yards away.

""I've been asleep,"" she called.

He leaped to his feet and walked across the sand to her.

""I suspected it,"" he said with a smile.

""I feel like a new woman now.""

""Like one of them suffragettes?""

""That isn't quite what I meant,"" she smiled. ""I'm ready to start.""

Half an hour later they reached her home. It was close to supper time,
but Weaver would not stay.",BAAI/bge-m3
yajurveda_trans,India/Vedic,700,"[ 0.01440747  0.01581204 -0.02658778 ...  0.02229965  0.01029993
  0.07873361]","er home. It was close to supper time,
but Weaver would not stay.

""See you next week,"" he said quietly, and turned his horse toward the
Twin Star ranch.

CHAPTER XVII

THE HOLD-UP",BAAI/bge-m3
yajurveda_trans,India/Vedic,701,"[ 0.00905488 -0.0102681  -0.04806873 ...  0.03439207  0.04563029
  0.00162825]","his horse toward the
Twin Star ranch.

CHAPTER XVII

THE HOLD-UP

From the wash where the sink of the Mimbres edges close to Noches two
riders emerged in mid-afternoon of a day that shimmered under the heat
of a blazing sun. They travelled in silence, the core of an alkali dust
cloud that moved with them and lay thick upon them. Well down over their
eyes were drawn the broad-rimmed hats. One of them wore sun goggles and
both of them had their lower faces covered by silk bandannas as if to
keep out the thick dust their ponies stirred. For the rest their
costumes were the undistinguished chaps, spurs, shirt, neckerchiefs, and
gauntlets of the range.",BAAI/bge-m3
yajurveda_trans,India/Vedic,702,"[-0.00039804  0.00913239 -0.05435565 ...  0.00961909 -0.0076598
  0.00239605]","d chaps, spurs, shirt, neckerchiefs, and
gauntlets of the range.

With one distinction, however: these were better armed than the average
cow-puncher jaunting to town for the quarterly spree. Revolver butts
peeped from the holsters of their loosely hung cartridge belts.
Moreover, their rifles were not strapped beneath the stirrup leathers,
but were carried across the pommels of the saddles.",BAAI/bge-m3
yajurveda_trans,India/Vedic,703,"[ 0.02687557  0.02406298 -0.06966975 ...  0.01147853  0.00114695
 -0.03570469]","up leathers,
but were carried across the pommels of the saddles.

The bell in the town hall announced three o'clock as they reached the
First National Bank at the corner of San Miguel and Main Streets. Here
one of the riders swung from the saddle, handed the reins and his rifle
to the other man, and jingled into the bank. His companion took the
horses round to the side entrance of the building, and waited there in
such shade as two live oaks offered.",BAAI/bge-m3
yajurveda_trans,India/Vedic,704,"[-0.00837416  0.03634927 -0.0704542  ...  0.00957774  0.02036768
 -0.01098562]","ilding, and waited there in
such shade as two live oaks offered.

He had scarce drawn rein when two other riders joined him, having come
from a direction at right angles to that followed by him. One of them
rode an iron-gray, the other a roan with white stockings. Both of these
dismounted, and one of them passed through the side door into the bank.
Almost instantly he reappeared and nodded to his comrade, who joined him
with his own rifle and that of the first man that had gone in.",BAAI/bge-m3
yajurveda_trans,India/Vedic,705,"[ 0.04157732  0.03942307 -0.07122511 ...  0.02067848 -0.0520366
  0.01937178]","m
with his own rifle and that of the first man that had gone in.

There was an odd similarity in arms, manner, and dress between these and
the first arrivals. Once inside the building, each of them slipped a
black mask over his face. Then one stepped quickly to the front door and
closed and locked it, while the other simultaneously covered the teller
with a revolver.",BAAI/bge-m3
yajurveda_trans,India/Vedic,706,"[ 0.02465408  0.04333262 -0.06118427 ...  0.0359305   0.01080537
 -0.01949592]","ile the other simultaneously covered the teller
with a revolver.

The cashier, busy in conversation with the first horseman about a loan
the other had said he wanted, was sitting with his back to the cage of
the teller. The first warning he had of anything unusual was the closing
of the door by a masked man. One glance was enough to tell him the bank
was about to be robbed.",BAAI/bge-m3
yajurveda_trans,India/Vedic,707,"[ 0.0093011   0.03383344 -0.01664308 ... -0.00267039  0.01049158
  0.01812693]","e glance was enough to tell him the bank
was about to be robbed.

His hand moved swiftly toward the drawer in his desk which contained a
weapon, but stopped halfway to its destination. For he was looking
squarely into the rim of a six-shooter less than a foot from his
forehead. The gun was in the hands of the client with whom he had been
talking.

""Don't do that,"" the man advised him brusquely. Then, more sharply:
""Reach for the roof. No monkeying.""",BAAI/bge-m3
yajurveda_trans,India/Vedic,708,"[-0.00783435  0.02397638 -0.02348832 ... -0.02159553 -0.01153833
  0.03028298]","usquely. Then, more sharply:
""Reach for the roof. No monkeying.""

Benson, the cashier, was no coward, but neither was he a fool. He knew
when not to take a chance. Promptly his arms shot up. But even while he
obeyed, his eyes were carrying to his brain a classification of this man
for future identification. The bandit was a stranger to him, a
heavy-set, bandy-legged fellow of about forty-five, with a leathery face
and eyes as stony as those of a snake.

""What do you want?"" the bank officer asked quietly.",BAAI/bge-m3
yajurveda_trans,India/Vedic,709,"[-0.0362666   0.04718939 -0.04893344 ... -0.00155368 -0.03152582
 -0.01328607]","of a snake.

""What do you want?"" the bank officer asked quietly.

""Your gold and notes. Is the safe open?""

Before the cashier could reply a shot rang out. The unmasked outlaw
slewed his head, to see the president of the bank firing from the door
of his private office. The other two robbers were already pumping lead
at him. He staggered, clutched at the door jamb, and slowly sank to the
floor after the revolver had dropped from his hand.",BAAI/bge-m3
yajurveda_trans,India/Vedic,710,"[-0.02350939  0.03922452 -0.01424345 ... -0.00301935 -0.03090279
 -0.00789904]","sank to the
floor after the revolver had dropped from his hand.

Benson seized the opportunity to duck behind his desk and drag open a
drawer, but before his fingers had closed on the weapon within, two
crashing blows descended with stunning force on his head. The outlaw
covering him had reversed his heavy revolver and clubbed him with the
butt.

""That'll hold him for a while,"" the bandit remarked, and dragged the
unconscious man across the floor to where the president lay huddled.",BAAI/bge-m3
yajurveda_trans,India/Vedic,711,"[-0.01302948  0.04771615 -0.01267399 ...  0.01609206 -0.03458171
 -0.00265596]","nscious man across the floor to where the president lay huddled.

One of the masked men, a lithe, sinuous fellow with a polka-dot bandanna
round his neck, took command.

""Keep these men covered, Irwin, while we get the loot,"" he ordered the
unmasked man.

With that he and the boyish-looking fellow who had ridden into town with
him, the latter carrying three empty sacks, followed the trembling
teller to the vault.",BAAI/bge-m3
yajurveda_trans,India/Vedic,712,"[ 0.00674101  0.02857924 -0.04770267 ... -0.01392299  0.01569492
 -0.01311411]","g three empty sacks, followed the trembling
teller to the vault.

No sound broke the dead silence except the loud ticking of the bank
clock and an occasional groan from the cashier, who was just beginning
to return to consciousness. Twice the man left on guard called down to
those in the vault to hurry.

There was need of haste. Somebody, attracted by the sound of firing, had
come running to the bank, peered in the big front window, and gone
flying to spread the alarm.",BAAI/bge-m3
yajurveda_trans,India/Vedic,713,"[-0.00242893  0.04906852 -0.06115999 ...  0.02530482  0.04613205
  0.02682886]","ed in the big front window, and gone
flying to spread the alarm.

Outside a shot and then another shattered the sultry stillness of the
day. The man left on guard ran to the door and looked out. An upper
window down the street was open, and from it a man with a rifle was
firing at the outlaw left in charge of the horses.

The wrangler had taken refuge behind a bulwark of horseflesh, and was
returning the fire.

""Hurry the boys, Brad! Hell's broke loose!"" he called to his companion.",BAAI/bge-m3
yajurveda_trans,India/Vedic,714,"[ 0.01843885  0.06041235 -0.01983008 ...  0.01348215  0.01189542
  0.02091997]","the boys, Brad! Hell's broke loose!"" he called to his companion.

The town was alarmed and buzzing like a hornet's nest. Soon they would
feel the sting of the swarm unless they beat an immediate retreat. One
sweep of his eyes told the bandy-legged fellow as much. He could hear
voices crying the alarm, could see men running to and fro farther down
the street. Even in the second he stood there a revolver began potting
at him.",BAAI/bge-m3
yajurveda_trans,India/Vedic,715,"[-0.00075243  0.05169785 -0.05820404 ...  0.03095395  0.02144724
  0.00501485]","en in the second he stood there a revolver began potting
at him.

""Back in a moment,"" he cried to the wrangler, and disappeared within to
shout an urgent warning to the looters.

Three men came up from the vault, each carrying a sack. The teller was
pushed into the street first, and the rest followed. A scattering fire
began to converge at once upon them. The roan with the white stockings
showed a red ridge across its flank where a bullet had furrowed a path.",BAAI/bge-m3
yajurveda_trans,India/Vedic,716,"[ 0.00319737  0.05818143 -0.06698473 ...  0.00618902  0.01147454
  0.02697337]","a red ridge across its flank where a bullet had furrowed a path.

The teller dropped, wounded by his friends. Two of the robbers loaded
the horses, while the others answered the townsmen. In the inevitable
delay of getting started, every moment seemed an hour to the harassed
outlaws.",BAAI/bge-m3
yajurveda_trans,India/Vedic,717,"[-0.00749552  0.05070916 -0.0096675  ...  0.01177709  0.0109192
  0.0003342 ]","ng started, every moment seemed an hour to the harassed
outlaws.

But at last they were in the saddle and galloping down the street,
firing right and left as they went. At the next street crossing two men,
one fat and the other lean, came running, revolvers in hands, to
intercept them. They were too late. Before they reached the corner the
outlaws had galloped past in a cloud of white dust, still flinging
bullets at the invisible they were escaping.",BAAI/bge-m3
yajurveda_trans,India/Vedic,718,"[ 0.0014808   0.00074748 -0.0332603  ... -0.01481684  0.03663177
  0.01146093]","ust, still flinging
bullets at the invisible they were escaping.

The big lean cow-puncher stopped with an oath as the riders disappeared.
""Nothing doing, Budd,"" he called to the fat man. ""The show's moved on to
a new stand.""

Jim Budd, puffing heavily and glistening with perspiration, nodded the
answer he could not speak. Presently he got out what he wanted to say.

""Notice that leading hawss on the nigh side, Slim?"" he asked.",BAAI/bge-m3
yajurveda_trans,India/Vedic,719,"[-0.0017191   0.01544872 -0.0549755  ...  0.01230557  0.01789659
  0.04811686]",".

""Notice that leading hawss on the nigh side, Slim?"" he asked.

""So you noticed it, too, Jim. I could swear to that roan with the four
stockings. It's the hawss Mr. Larrabie Keller mavericks around on, durn
his forsaken hide! And the man on it wore a polka-dot bandanna. So does
Keller. He'll have to go some to explain away that. I reckon the others
must be nesters from Bear Creek, too.""",BAAI/bge-m3
yajurveda_trans,India/Vedic,720,"[-0.04458931  0.0465773  -0.01860477 ... -0.01846948  0.01336742
  0.00819785]","that. I reckon the others
must be nesters from Bear Creek, too.""

""We've got 'em where the wool's short this time,"" Budd agreed. ""They
been shootin' around right promiscuous. If anybody's dead, then Keller
has put a rope round his own neck.""

Men were already saddling and mounting for the first unorganized
pursuit. Slim and his friend joined these, and cantered down the dusty
street scarce ten minutes after the robbers.",BAAI/bge-m3
yajurveda_trans,India/Vedic,721,"[-0.02787143  0.03945288 -0.03954016 ...  0.02118396  0.01429401
  0.01728431]","ered down the dusty
street scarce ten minutes after the robbers.

The suburbs of the town fell to the rear, and left them in the fall and
rise of the foothills that merged to the left in the wide, flat,
shimmering plain of the Malpais, and on the other side in the
saw-toothed range that notched the horizon from north to south.
Somewhere in that waste of cow-backed hills, in that swell of endless
land waves, the trail of the robbers vanished.",BAAI/bge-m3
yajurveda_trans,India/Vedic,722,"[-0.05599335  0.003249   -0.02497342 ...  0.01547388  0.00455453
  0.07830752]","swell of endless
land waves, the trail of the robbers vanished.

Men rode far and wide, carrying the pursuit late into the night, but the
lost trail was not to be picked up again. So one by one, or in pairs,
under the yellow stars, they drifted back to Noches, leaving behind the
black depths of blue-canopied hills that had swallowed the fleeing
quartette.

CHAPTER XVIII

BRILL HEALY AIRS HIS SENTIMENTS",BAAI/bge-m3
yajurveda_trans,India/Vedic,723,"[-0.03694177 -0.01935407 -0.01002758 ...  0.00040941  0.00609351
  0.08922913]","eeing
quartette.

CHAPTER XVIII

BRILL HEALY AIRS HIS SENTIMENTS

To Phyllis, riding from school near the close of a hot Friday afternoon
along the old Fort Lincoln Trail, came the voice of Brill Healy from the
ridge above. She waved to him the broad-brimmed hat she was carrying in
her hand, and he guided his pony deftly down the edge of the steep
slope.

""Been looking for some strays down at Three Pines,"" he explained. ""Awful
glad I met you.""

""Where were you going now?"" she asked.",BAAI/bge-m3
yajurveda_trans,India/Vedic,724,"[-0.00530723  0.01048435 -0.00967536 ...  0.00167393 -0.01622157
  0.01431258]","""Awful
glad I met you.""

""Where were you going now?"" she asked.

""Home, I reckon; but I'll ride with you to Seven Mile if you don't
mind.""

She looked at her watch. ""It's just five-thirty. We'll be in time for
supper, and you can ride home afterward.""

""I guess you know that will suit me, Phyllis,"" he answered, with a
meaning look from his dark eyes.",BAAI/bge-m3
yajurveda_trans,India/Vedic,725,"[-0.03042115  0.00907323 -0.0311388  ...  0.0019376  -0.02726317
  0.02589166]",", Phyllis,"" he answered, with a
meaning look from his dark eyes.

""Supper suits most healthy men so far as I've noticed,"" she said
carelessly, her glance sweeping keenly over him before it passed to the
purple shadowings that already edged the mouth of a distant cañon.

""I'll bet it does when they can sit opposite Phyl Sanderson to eat it.""",BAAI/bge-m3
yajurveda_trans,India/Vedic,726,"[-0.00827717  0.02572542 -0.00972742 ... -0.02942389 -0.05710158
  0.00742153]","et it does when they can sit opposite Phyl Sanderson to eat it.""

She frowned a little, the while he took her in out of half-shut,
smoldering eyes, as one does a picture in a gallery. In truth, one might
have ridden far to find a living picture more vital and more suggestive
of the land that had cradled and reared her.

His gaze annoyed her, without her quite knowing why. ""I wish you
wouldn't look at me all the time,"" she told him with the boyish
directness that still occasionally lent a tang to her speech.",BAAI/bge-m3
yajurveda_trans,India/Vedic,727,"[-0.01904283  0.02423549  0.01587045 ...  0.00064863 -0.03523229
  0.0109258 ]","sh
directness that still occasionally lent a tang to her speech.

""And if I can't help it?"" he laughed.

""Fiddlesticks! You don't have to say pretty things to me, Brill Healy,""
she told him.

""I don't say them because I have to.""

""Then I wish you wouldn't say them at all. There's no sense in it when
you've known a girl eighteen years.""

""Known and loved her eighteen years. It's a long time, Phyl.""",BAAI/bge-m3
yajurveda_trans,India/Vedic,728,"[-0.00487745  0.02463931  0.02284612 ... -0.01369489 -0.02149849
  0.01392565]","""

""Known and loved her eighteen years. It's a long time, Phyl.""

Her eyes rained light derision on him. ""It would be if it were true. But
then one has to forget truth when one is sentimental, I reckon.""

""I'm not sentimental. I tell you I'm in love,"" he answered.

""Yes, Brill. With yourself. I've known that a long time, but not quite
eighteen years,"" she mocked.",BAAI/bge-m3
yajurveda_trans,India/Vedic,729,"[ 0.00485156  0.04167833  0.01470592 ...  0.0111583  -0.00648653
  0.01873432]","own that a long time, but not quite
eighteen years,"" she mocked.

""With you,"" he made answer, and something of sullenness had by this time
crept into his voice. ""I've got as much right to love you as any one
else, haven't I? As much right as that durned waddy, Keller?""

Fire flashed in her eyes. ""If you want to know, I despise you when you
talk that way.""",BAAI/bge-m3
yajurveda_trans,India/Vedic,730,"[ 0.0061254   0.0151434   0.01000856 ... -0.05337503  0.0052826
 -0.0048423 ]","es. ""If you want to know, I despise you when you
talk that way.""

The anger grew in him. ""What way? When I say anything against the
rustler, do you mean? Think I'm blind? Think I can't see how you're
running after him, and making a fool of yourself about him?""

""How dare you talk that way to me?"" she flamed, and gave her surprised
pony a sharp stroke with the quirt.

Five minutes later the bronchos fell again to a walk, and Healy took up
the conversation where it had dropped.",BAAI/bge-m3
yajurveda_trans,India/Vedic,731,"[-0.03605021  0.03857565 -0.00961679 ... -0.04655421 -0.01110572
  0.02086189]","a walk, and Healy took up
the conversation where it had dropped.

""No use flying out like that, Phyl. I only say what any one can see.
Take a look at the facts. You meet up with him making his getaway after
he's all but caught rustling. Now, what do you do?""

""I don't believe he was rustling at all.""

""Course you don't _believe_ it. That proves just what I was saying.""

""Jim doesn't believe it, either.""",BAAI/bge-m3
yajurveda_trans,India/Vedic,732,"[-0.00300016  0.01328195 -0.04391528 ...  0.01465258  0.01847952
  0.02375165]","oves just what I was saying.""

""Jim doesn't believe it, either.""

""Yeager's opinion don't have any weight with me. I want to tell you
right now that the boys are getting mighty leary of Jim. He's getting
too thick with that Bear Creek bunch.""",BAAI/bge-m3
yajurveda_trans,India/Vedic,733,"[-0.02979062  0.01042592  0.01484351 ... -0.00932896  0.02235559
  0.01319796]","eary of Jim. He's getting
too thick with that Bear Creek bunch.""

""Brill Healy, I never saw anybody so bigoted and pig-headed as you are,""
the girl spoke out angrily. ""Any one with eyes in his head could see
that Jim is as straight as a string. He couldn't be crooked if he
tried. Long as you've known him I should think you wouldn't need to be
told that.""

""Oh, _you_ say so,"" he growled sullenly.",BAAI/bge-m3
yajurveda_trans,India/Vedic,734,"[ 0.00058777  0.01039671 -0.0239259  ...  0.00363102 -0.01062487
  0.03258041]","need to be
told that.""

""Oh, _you_ say so,"" he growled sullenly.

""Everybody says so. Jim Yeager of all men,"" she scoffed. Then, with a
flash of angry eyes at him, ""How would you like it if your friends
rounded on you? By all accounts, you're not quite a plaster saint. I've
heard stories.""

""What about?""",BAAI/bge-m3
yajurveda_trans,India/Vedic,735,"[-0.00915707  0.02097131 -0.01500754 ...  0.00527398 -0.04479215
 -0.00101738]","e not quite a plaster saint. I've
heard stories.""

""What about?""

""Oh, gambling and drinking. What of it? That's _your_ business. One
doesn't have to believe all the talk that is flying around."" She spoke
with a kind of fine scorn, for she was a girl of large generosities.

""We've all got enemies, I reckon,"" he said sulkily.",BAAI/bge-m3
yajurveda_trans,India/Vedic,736,"[-0.02670769  0.0109903   0.01745281 ...  0.0128779  -0.01009987
  0.00738622]","nerosities.

""We've all got enemies, I reckon,"" he said sulkily.

""You're Phil's friend, and mine, too, of course. I dare say you have
your faults like other men, but I don't have to listen to people while
they try to poison my mind against you. What's more, I don't.""

She had been agile-minded enough to shift the attack and put him upon
the defensive, but now Healy brought the question back to his original
point.",BAAI/bge-m3
