id,tradition,chunk_index,embedding,text,model
book_of_changes_trans,China/Confucianism,166,"[-0.02209454  0.05937947 -0.00361783 ... -0.01618379 -0.01707759
  0.02177863]","hat mischief,” asked Oisille, “can come of loving a worthy man?”

“Madam,” said Parlamente, “there are a good many men that are esteemed
worthy, but to be worthy in respect of the ladies, and to be careful for
their honour and conscience--not one such man as that could, I think, be
found in these days. Those who think otherwise, and put their trust in
men, find at last that they have been deceived, and, having begun such
intimacy with obedience to God, will often end it with obedience to the
devil. I have known many who, under pretext of speaking about God, began
an intimacy from which they could not withdraw when at last they wished
to do so, being held in subjection by this semblance of virtue. A
vicious love perishes of its own nature, and cannot continue in a good
heart, but virtuous love has bonds of silk so fine that one is caught in
them before they are seen.”",BAAI/bge-m3
book_of_changes_trans,China/Confucianism,167,"[-0.00717708  0.04003029 -0.00228828 ... -0.01177936 -0.01062759
  0.04234468]","f silk so fine that one is caught in
them before they are seen.”

“According to you,” said Ennasuite, “no woman should ever love a man;
but your law is too harsh a one to last.”

“I know that,” said Parlamente, “but none the less must I desire that
every one were as content with her own husband as I am with mine.”

Ennasuite, who felt that these words touched her, changed colour and
said--",BAAI/bge-m3
book_of_changes_trans,China/Confucianism,168,"[ 0.01087753  0.01286267  0.00962977 ... -0.03774558 -0.04406306
  0.02200414]","who felt that these words touched her, changed colour and
said--

“You ought to believe every one the same at heart as yourself, unless,
indeed, you think yourself more perfect than all others.”

“Well,” said Parlamente, “to avoid dispute, let us see to whom Hircan
will give his vote.”

“I give it,” Hircan replied, “to Ennasuite, in order to make amends to
her for what my wife has said.”",BAAI/bge-m3
book_of_changes_trans,China/Confucianism,169,"[-0.00949248  0.0441953  -0.01346389 ... -0.00250141 -0.05194225
  0.01354915]","uite, in order to make amends to
her for what my wife has said.”

“Then, since it is my turn,” said Ennasuite, “I will spare neither man
nor woman, that all may fare alike. I see right well that you are unable
to subdue your hearts to acknowledge the virtue and goodness of men, for
which reason I am obliged to resume the discourse with a story like to
the last.”

[Illustration: 062.jpg Tailpiece]

[Illustration: 063a.jpg The Clerk entreating Forgiveness of the President]",BAAI/bge-m3
book_of_changes_trans,China/Confucianism,170,"[-0.0231867   0.05835996 -0.00472054 ... -0.00312863 -0.06423156
 -0.02058363]","ion: 063a.jpg The Clerk entreating Forgiveness of the President]

[The Clerk entreating Forgiveness of the President]

[Illustration: 063.jpg Page Image]

_TALE XXXVI_.

_By means of a salad a President of Grenoble avenged himself
 upon one of his clerks with whom his wife was smitten, and
 so saved the honour of his house_.",BAAI/bge-m3
book_of_changes_trans,China/Confucianism,171,"[-0.036502    0.06160938 -0.02890426 ...  0.01848245 -0.06970818
 -0.07601608]","om his wife was smitten, and
 so saved the honour of his house_.

In the town of Grenoble there dwelt a President whose name I shall not
mention, but he was not a Frenchman. (1) He had a very beautiful wife,
and they lived in great tranquillity together.",BAAI/bge-m3
book_of_changes_trans,China/Confucianism,172,"[-0.00133512  0.01562328 -0.03078595 ... -0.0098322  -0.06311023
 -0.03379304]","y beautiful wife,
and they lived in great tranquillity together.

1 The personage referred to is Jeffroy Charles or Carles,
 Chief President of the Parliament of Grenoble, and President
 of the Senate of Turin; his wife’s name was Margaret du
 Mottet; she came of a very old family of Embrun. Some
 interesting particulars concerning President Charles,
 supplied by that erudite scholar M. Jules Roman, will be
 found in the Appendix to the present volume (A).--Ed.",BAAI/bge-m3
book_of_changes_trans,China/Confucianism,173,"[-0.01729692  0.02708302 -0.05201731 ...  0.01086553 -0.04294451
  0.00513179]",", will be
 found in the Appendix to the present volume (A).--Ed.

This lady, finding that her husband was now old, fell in love with a
young clerk, called Nicholas. When the President went to the court in
the morning, Nicholas used to enter his room and take his place. This
was observed by a servant of the President’s who had served his master
well for thirty years, and in his faithfulness he could not refrain from
speaking to him of the matter.",BAAI/bge-m3
book_of_changes_trans,China/Confucianism,174,"[-0.02070053  0.04649163 -0.01715717 ...  0.00074697 -0.02935803
 -0.01333003]","fulness he could not refrain from
speaking to him of the matter.

The President, being a prudent man, would not lightly believe the story,
but said that the servant wished to create contention between himself
and his wife. If the matter, said he, were really as the servant
declared, he could easily prove it to him, and if proof were not given
he would believe that it was a lie contrived in order to destroy the
love existing between himself and his wife. The servant promised that he
would show him the truth of what he had said, and one morning, as soon
as the President was gone to the court and Nicholas had entered the
room, he sent one of his fellow-servants to tell his master to come,
while he himself remained watching at the door lest Nicholas should come
out.",BAAI/bge-m3
book_of_changes_trans,China/Confucianism,175,"[-0.00980336  0.01857548 -0.01691188 ...  0.00554995 -0.03937399
 -0.00660889]","elf remained watching at the door lest Nicholas should come
out.

As soon as the President saw the sign that was made to him by one of his
servants, he pretended to be ill, left the court and hastened home.
Here he found his old servant at the door, and was assured by him that
Nicholas was inside and had only just gone in.",BAAI/bge-m3
book_of_changes_trans,China/Confucianism,176,"[ 0.00077675  0.02913546 -0.05489916 ... -0.00847449 -0.05944103
 -0.00771265]","sured by him that
Nicholas was inside and had only just gone in.

“Do not stir from this door,” said his lord to him, “for, as you are
aware, there is no other means of going into or out of the room, except
indeed by way of a little closet of which I myself alone carry the key.”

The President entered the room and found his wife and Nicholas in bed
together. The clerk, clad in nothing but his shirt, threw himself at his
feet to entreat forgiveness, while his wife began to weep.

Then said the President--",BAAI/bge-m3
book_of_changes_trans,China/Confucianism,177,"[ 0.00692128  0.03590972 -0.02284806 ...  0.00050043 -0.05419537
 -0.02580262]","veness, while his wife began to weep.

Then said the President--

“Though you have done a deed the enormity of which you may yourself
judge, I am yet unwilling that my house should be dishonoured on your
account, and the daughters I have had by you made to suffer. Wherefore,”
 he continued, “cease to weep, I command you, and hearken to what I am
going to do; and do you, Nicholas, hide yourself in my closet and make
not a single sound.”",BAAI/bge-m3
book_of_changes_trans,China/Confucianism,178,"[-0.01525777  0.02898443 -0.05442928 ... -0.02905679 -0.01293806
 -0.02023971]","cholas, hide yourself in my closet and make
not a single sound.”

When this was done, he opened the door, and calling his old servant,
said to him--

“Did you not assure me that you would show me Nicholas in company with
my wife? Trusting in your word, I came hither in danger of killing my
poor wife, and I have found nothing of what you told me. I have searched
the whole room, as I will show you.”",BAAI/bge-m3
book_of_changes_trans,China/Confucianism,179,"[-0.00788891  0.04938687 -0.02124874 ... -0.03807912 -0.01081958
  0.02940086]","ou told me. I have searched
the whole room, as I will show you.”

So saying, he caused his servant to look under the beds and in every
quarter. The servant, finding nothing, was greatly astonished, and said
to his master--

“The devil must have made away with him, for I saw him go in, and he did
not come out through the door. But I can see that he is not here.”

Then said his master to him--",BAAI/bge-m3
book_of_changes_trans,China/Confucianism,180,"[-0.03703473  0.03076919  0.01317961 ... -0.032217   -0.06126168
 -0.03466931]","t I can see that he is not here.”

Then said his master to him--

“You are a wicked servant to try to create contention in this way
between my wife and me. I dismiss you, and will pay you what I owe you
for your services to me, and more besides; but be speedily gone, and
take care that you are not in the town twenty-four hours from now.”

The President paid him for five or six years in advance, and, knowing
him to be a faithful servant, resolved to reward him still further.",BAAI/bge-m3
book_of_changes_trans,China/Confucianism,181,"[-0.00763818  0.0499769  -0.03089701 ...  0.00486258 -0.07401478
 -0.02768529]","to be a faithful servant, resolved to reward him still further.

When the servant was gone weeping away, the President made Nicholas come
forth from the closet, and after telling them both what he thought of
their wickedness, he commanded them to give no hint of the matter to
anyone. He also charged his wife to dress more bravely than was her
wont, and to attend all assemblies, dances and feasts; and he told
Nicholas to make more merry than before, but, as soon as he whispered
to him, “Begone,” to see that he was out of the town before three hours
were over. Having arranged matters in this way, he returned to the
court, none being any the wiser. And for a fortnight, contrary to his
wont, he entertained his friends and neighbours, and after the banquet
had the tabourers, so that the ladies might dance.",BAAI/bge-m3
book_of_changes_trans,China/Confucianism,182,"[ 0.01853355  0.04189025 -0.05127108 ...  0.01494052 -0.02584962
 -0.03791874]","r the banquet
had the tabourers, so that the ladies might dance.

One day, seeing that his wife was not dancing, he commanded Nicholas to
lead her out. The clerk, thinking that the past had been forgotten, did
so gladly, but when the dance was over, the President, under pretence of
charging him with some household matter, whispered to him, “Begone,
and come back no more.” And albeit Nicholas was grieved to leave his
mistress, yet was he no less glad that his life was spared.",BAAI/bge-m3
book_of_changes_trans,China/Confucianism,183,"[ 0.01489786  0.03226073 -0.0367409  ... -0.00674801 -0.05037051
 -0.0233292 ]","his
mistress, yet was he no less glad that his life was spared.

When the President had convinced all his kinsfolk and friends and the
whole countryside of the deep love that he bore his wife, he went into
his garden one fine day in the month of May to gather a salad, of such
herbs that his wife did not live for twenty-four hours after eating of
them; whereupon he made such a great show of mourning that none could
have suspected him of causing her death; and in this way he avenged
himself upon his enemy, and saved the honour of his house. (2)",BAAI/bge-m3
book_of_changes_trans,China/Confucianism,184,"[-0.02612329  0.03810754 -0.0077228  ...  0.00319328  0.00204156
 -0.01251217]","d
himself upon his enemy, and saved the honour of his house. (2)

2 Whilst admitting the historical basis of this story, M.
 Le Roux de Lincy conceives it to be the same as No. xlvii.
 of the _Cent Nouvelles Nouvelles_, printed half-a-century
 before the _Heptameron_ was written. Beyond the
 circumstance, however, that in both cases a judge is shown
 privily avenging himself on his wife for her infidelity,
 there is no resemblance between the two tales. There is good
 reason for believing that Queen Margaret’s narrative is
 based on absolute fact, and not on the story in the _Cent
 Nouvelles_. Both tales have often been imitated. See for
 instance Bonaventure Despéricr’s _Contes, Nouvelles, et
 joyeux Devis_ (tale xcii., or, in some editions, xc. ); _Les
 Heures de Récréation de Louis Guicciardini_, p. 28; G.
 Giraldi Cinthio’s _Hecatommithi, overro cento Novelle, &c_.
 (dec. iii. nov. vi. ); Malespini’s _Ducento Novelle _(part
 ii. nov. xvi.); Verboquet’s _Les Délices, &c_, 1623, p. 23;
 and Shirley’s _Love’s Cruelly_. These tales also inspired
 some of the Spanish dramatists, notably Calderon.--Ed. and
 L.",BAAI/bge-m3
book_of_changes_trans,China/Confucianism,185,"[-0.02284866  0.02721205 -0.00841374 ...  0.01493564 -0.03651059
 -0.0278129 ]","some of the Spanish dramatists, notably Calderon.--Ed. and
 L.

“I do not mean by this, ladies, to praise the President’s conscience,
but rather to bring out the frailty of a woman and the great patience
and prudence of a man. And I beg you, ladies, be not angered by the
truth, which sometimes speaks as loudly against ourselves as against the
men; for vice and virtue are common alike to men and women.”",BAAI/bge-m3
book_of_changes_trans,China/Confucianism,186,"[-0.0380012   0.02577508 -0.03332505 ...  0.00587078 -0.03757228
  0.04775029]","the
men; for vice and virtue are common alike to men and women.”

“If all those,” said Parlamente, “who have fallen in love with their
servants were obliged to eat salads of that kind, I know some who would
be less fond of their gardens than they are at present, and who would
pluck up the herbs to get rid of such as restore the honour of a family
by compassing the death of a wanton mother.”",BAAI/bge-m3
book_of_changes_trans,China/Confucianism,187,"[-0.01178722  0.02289683  0.03515982 ... -0.03777204 -0.02953517
  0.03844502]","honour of a family
by compassing the death of a wanton mother.”

Hircan, who guessed why she had said this, angrily replied--“A virtuous
woman should never judge another guilty of what she would not do
herself.”

“Knowledge is not judgment nor yet foolishness,” returned Parlamente.
“However, this poor woman paid the penalty that many others have
deserved, and I think that the President, when desirous of vengeance,
comported himself with wondrous prudence and wisdom.”",BAAI/bge-m3
book_of_changes_trans,China/Confucianism,188,"[ 0.017226    0.04646442  0.01357597 ... -0.01159073 -0.02285172
  0.05450148]","vengeance,
comported himself with wondrous prudence and wisdom.”

“And with great malevolence, also,” said Longarine. “‘Twas a slow and
cruel vengeance, and showed he had neither God nor conscience before his
eyes.”

“Why, what would you have had him do,” said Hircan, “to revenge himself
for the greatest wrong that a woman can deal to a man?”",BAAI/bge-m3
book_of_changes_trans,China/Confucianism,189,"[ 0.03710781  0.01302752 -0.01427422 ...  0.01140241 -0.00391557
  0.01858109]","himself
for the greatest wrong that a woman can deal to a man?”

“I would have had him kill her in his wrath,” she replied. “The doctors
say that since the first impulses of passion are not under a man’s
control, such a sin may be forgiven; so it might have obtained pardon.”
 “Yes,” said Geburon, “but his daughters and descendants would have
always borne the stain.”",BAAI/bge-m3
book_of_changes_trans,China/Confucianism,190,"[ 0.01596403  0.05364348 -0.02704359 ... -0.0021466   0.02303315
  0.01533338]","is daughters and descendants would have
always borne the stain.”

“He ought not to have killed her at all,” said Longarine, “for, when
his wrath was past, she might have lived with him in virtue, and nothing
would ever have been said about the matter.”",BAAI/bge-m3
book_of_changes_trans,China/Confucianism,191,"[-0.00328706  0.02314795  0.00781189 ... -0.02005227 -0.0009693
  0.02535183]","virtue, and nothing
would ever have been said about the matter.”

“Do you think,” said Saffredent, “that he was appeased merely because he
concealed his anger? For my part, I believe that he was as wrathful on
the last day, when he made his salad, as he had been on the first, for
there are persons whose first impulses have no rest until their passion
has worked its will. I am well pleased you say that the theologians deem
such sins easy to be pardoned, for I am of their opinion.”",BAAI/bge-m3
book_of_changes_trans,China/Confucianism,192,"[ 0.04170742  0.03059692 -0.00859759 ...  0.00380471  0.00836728
  0.0236109 ]","deem
such sins easy to be pardoned, for I am of their opinion.”

“It is well to look to one’s words,” said Longarine, “in presence of
persons so dangerous as you. What I said is to be understood of passion
when it is so strong that it suddenly seizes upon all the senses, and
reason can find no place.”",BAAI/bge-m3
book_of_changes_trans,China/Confucianism,193,[0.03538746 0.04611564 0.00502095 ... 0.03366446 0.01535286 0.06976974],"denly seizes upon all the senses, and
reason can find no place.”

“It is so,” said Saffredent, “that I understood your words, and I thence
conclude that, whatever a man may do, he can commit only venial sin
if he be deeply in love. I am sure that, if Love hold him fast bound,
Reason can never gain a hearing, whether from his heart or from his
understanding. And if the truth be told, there is not one among us but
has had knowledge of such passion; and not merely do I think that sin
so committed is readily pardoned, but I even believe that God is not
angered by it, seeing that such love is a ladder whereby we may climb
to the perfect love of Himself. And none can attain to this save by the
ladder of earthly love, (3) for, as St. John says, ‘He that loveth not
his brother whom he hath seen, how can he love God whom he hath not
seen?’” (4)",BAAI/bge-m3
book_of_changes_trans,China/Confucianism,194,"[ 0.00518972  0.08258625 -0.03906535 ... -0.02185829  0.01670316
  0.04320794]","m he hath seen, how can he love God whom he hath not
seen?’” (4)

3 All this passage is borrowed, almost word for word, from
 Castiglione’s _Libro del Cortegiano_. See _ante_, vol. i. p.
 10.--B.J.

4 i John iv. 20.--M.

“There is not a passage in Scripture,” said Oisille, “too good for you
to turn to your own purposes. But beware of doing like the spider, which
transforms sound meat into poison. Be advised that it is a perilous
matter to quote Scripture out of place and without cause.”",BAAI/bge-m3
book_of_changes_trans,China/Confucianism,195,"[-0.00567645  0.04634891 -0.00395924 ... -0.01495246 -0.00886422
 -0.01963924]","ilous
matter to quote Scripture out of place and without cause.”

“Do you call speaking the truth out of place and without cause?” said
Saffredent. “You hold, then, that when, in speaking to you unbelieving
women, we call God to our assistance, we take His name in vain; but if
there be any sin in this, you alone must bear the blame, for it is your
unbelief that compels us to seek out all the oaths that we can think of.
And in spite of it all, we cannot kindle the flame of charity in your
icy hearts.”",BAAI/bge-m3
book_of_changes_trans,China/Confucianism,196,"[ 0.01860954  0.02065182 -0.02203464 ...  0.0052849   0.0128544
  0.04533544]","all, we cannot kindle the flame of charity in your
icy hearts.”

“That,” said Longarine, “proves that you all speak falsely. If truth
were in your words, it is strong enough to make you be believed. Yet
there is danger lest the daughters of Eve should hearken too readily to
the serpent.”

“I see clearly,” said Saffredent, “that women are not to be conquered
by men. So I shall be silent, and see to whom Ennasuite will give her
vote.”",BAAI/bge-m3
book_of_changes_trans,China/Confucianism,197,"[ 0.00456042  0.0216846  -0.02605363 ...  0.00724915 -0.01524001
 -0.02330772]","shall be silent, and see to whom Ennasuite will give her
vote.”

“I give it,” she said, “to Dagoucin, for I think he would not willingly
speak against the ladies.”",BAAI/bge-m3
book_of_changes_trans,China/Confucianism,198,"[-0.01993056  0.04389075  0.00391107 ... -0.00643702 -0.03109131
 -0.02113471]","n, for I think he would not willingly
speak against the ladies.”

“Would to God,” said Dagoucin, “that they were as well disposed towards
me as I am towards them. To show you that I have striven to honour the
virtuous among them by recalling their good deeds, I will now tell you
the story of such a one. I will not deny, ladies, that the patience of
the gentleman at Pampeluna, and of the President at Grenoble was great,
but then it was equalled in magnitude by their vengeance. Moreover,
when we seek to praise a virtuous man, we ought not so to exalt a single
virtue as to make of it a cloak for the concealment of grievous vice;
for none are praiseworthy save such as do virtuous things from the love
of virtue alone, and this I hope to prove by telling you of the patient
virtue of a lady whose goodness had no other object save the honour of
God and the salvation of her husband.”",BAAI/bge-m3
book_of_changes_trans,China/Confucianism,199,"[-0.0160107   0.02388269 -0.02789756 ...  0.02537079  0.01123821
 -0.03346123]","object save the honour of
God and the salvation of her husband.”

[Illustration: 072.jpg Tailpiece]

[Illustration: 073a.jpg The Lady of Loué bringing her Husband the Basin of Water]

[The Lady of Loué bringing her Husband the Basin of Water]

[Illustration: 073.jpg Page Image]

_TALE XXXVII_.

_The Lady of Loué so influenced her husband by her great
 patience and longsuffering, that she drew him from his evil
 ways, and they lived afterwards in greater love than
 before_.",BAAI/bge-m3
book_of_changes_trans,China/Confucianism,200,"[ 0.00329991  0.08385964 -0.01928035 ...  0.02289702  0.00761993
 -0.01870319]","ways, and they lived afterwards in greater love than
 before_.

There was a lady of the house of Loué (1) who was so prudent and
virtuous, that she was loved and esteemed by all her neighbours. Her
husband trusted her, as well he might, with all his affairs, and she
managed them with such wisdom that his house came, by her means, to be
one of the wealthiest and best appointed in either the land of Anjou or
Touraine.",BAAI/bge-m3
book_of_changes_trans,China/Confucianism,201,"[-0.03023821  0.05150236 -0.03743155 ...  0.00706394 -0.00503032
 -0.0087433 ]","iest and best appointed in either the land of Anjou or
Touraine.

1 Loué is in Anjou, in the department of the Sarthe, being
 the chief locality of a canton of the arrondissement of Le
 Mans. The Lady of Loué referred to may be either Philippa de
 Beaumont-Bressuire, wife of Peter de Laval, knight, Lord of
 Loué, Benars, &c.; or her daughter-in-law, Frances de
 Maillé, who in or about 1500 espoused Giles de Laval, Lord
 of Loué. Philippa is known to have died in 1525, after
 bearing her husband five children. She had been wedded fifty
 years. However, the subject of this story is the same as
 that of the Lady of Langallier, or Languillier (also in
 Anjou), which will be found in chapter xvii. of _Le Livre du
 Chevalier de la Tour-Landry_, an English translation of
 which, made in the reign of Henry VI., was edited in 1868 by
 Mr. Thomas Wright for the Early English Text Society.--See
 also Le Roux de Lincy’s _Femmes célèbres de l’ancienne
 France,_ vol i. p. 356. Particulars concerning the Laval-
 Loué family will be found in Duchesne’s Histoire de la
 Maison de Montmorency.--L. and M.",BAAI/bge-m3
book_of_changes_trans,China/Confucianism,202,"[ 0.01813691  0.06620368 -0.03126874 ... -0.01000921 -0.00411083
 -0.0181438 ]","in Duchesne’s Histoire de la
 Maison de Montmorency.--L. and M.

In this fashion she lived a great while with her husband, to whom
she bore several handsome children; but then, as happiness is always
followed by its opposite, hers began to be lessened. Her husband,
finding virtuous ease to be unendurable, laid it aside to seek for toil,
and made it his wont to rise from beside his wife as soon as she was
asleep, and not to return until it was nearly morning. The lady of Loué
took this conduct ill, and falling into a deep unrest, of which she was
fain to give no sign, neglected her household matters, her person and
her family, like one that deemed herself to have lost the fruit of her
toils, to wit, her husband’s exceeding love, for the preserving of which
there was no pain that she would not willingly have endured. But having
lost it, as she could see, she became careless of everything else in the
house, and the lack of her care soon brought mischief to pass.",BAAI/bge-m3
book_of_changes_trans,China/Confucianism,203,"[-0.01420149  0.03111708 -0.03462433 ... -0.00633042 -0.00804585
 -0.00323716]","e
house, and the lack of her care soon brought mischief to pass.

Her husband, on the one part, spent with much extravagance, while, on
the other, she had ceased to control the management, so that ere long
affairs fell into such great disorder, that the timber began to be
felled, and the lands to be mortgaged.",BAAI/bge-m3
book_of_changes_trans,China/Confucianism,204,"[-0.00642362  0.04115034 -0.03216076 ... -0.02088459  0.00725402
  0.02512256]","at the timber began to be
felled, and the lands to be mortgaged.

One of her kinsfolk that had knowledge of her distemper, rebuked her for
her error, saying that if love for her husband did not lead her to care
for the advantage of his house, she should at least have regard to her
poor children. Hereat her pity for them caused her to recover herself,
and she tried all means to win back her husband’s love.",BAAI/bge-m3
book_of_changes_trans,China/Confucianism,205,"[ 0.03447997  0.05387805 -0.02716508 ...  0.00288303  0.02693492
 -0.0118806 ]","herself,
and she tried all means to win back her husband’s love.

In this wise she kept good watch one night, and, when he rose from
beside her, she also rose in her nightgown, let make her bed, and said
her prayers until her husband returned. And when he came in, she went to
him and kissed him, and brought him a basin full of water that he might
wash his hands. He was surprised at this unwonted behaviour, and told
her that there was no need for her to rise, since he was only coming
from the latrines; whereat she replied that, although it was no great
matter, it was nevertheless a seemly thing to wash one’s hands on coming
from so dirty and foul a place, intending by these words to make him
perceive and abhor the wickedness of his life. But for all that he did
not mend his ways, and for a full year the lady continued to act in this
way to no purpose.",BAAI/bge-m3
book_of_changes_trans,China/Confucianism,206,"[-0.03108444  0.03102113 -0.05514337 ... -0.02165462 -0.01130351
 -0.01684504]","a full year the lady continued to act in this
way to no purpose.

Accordingly, seeing that this behaviour served her naught, one day,
while she was waiting for her husband, who tarried longer than ordinary,
she had a mind to go in search of him, and, passing from room to room,
found him at last in a closet at the back of the house, lying asleep by
the side of the ugliest, vilest, and filthiest serving-woman they had.",BAAI/bge-m3
book_of_changes_trans,China/Confucianism,207,"[-0.01415438  0.04065325 -0.03814396 ... -0.0083414  -0.004242
  0.01132134]","de of the ugliest, vilest, and filthiest serving-woman they had.

Thereupon, thinking she would teach him to leave so excellent a wife for
so filthy and vile a woman, she took some straw and set it on fire in
the middle of the room; but on seeing that it would as soon kill her
husband as awaken him, she plucked him by the arm, crying out--

“Fire! fire!”",BAAI/bge-m3
book_of_changes_trans,China/Confucianism,208,"[-0.02168388  0.0584439  -0.01436625 ...  0.02226201 -0.0325007
  0.03608234]","ken him, she plucked him by the arm, crying out--

“Fire! fire!”

If the husband was ashamed and sorry at being found by so virtuous a
wife in company with such a slut, he certainly had good reason for it.
Then said his wife to him--",BAAI/bge-m3
book_of_changes_trans,China/Confucianism,209,"[-0.00508946  0.038713   -0.02881782 ... -0.00149911 -0.02486969
 -0.01909959]","he certainly had good reason for it.
Then said his wife to him--

“For a year, sir, have I tried by gentle and patient means to draw you
from this wickedness, and to show you that whilst washing the outside
you should also cleanse that which is within. Finding that all I could
do was of no avail, I have sought assistance from that clement which
brings all things to an end, and I promise you, sir, that, if this
do not mend you, I know not whether I shall a second time be able to
deliver you from the danger as I have now done. I pray you remember that
the deepest despair is that caused by love, and that if I had not had
the fear of God before my eyes I could not have endured so much.”",BAAI/bge-m3
book_of_changes_trans,China/Confucianism,210,"[ 0.00812348  0.03257699 -0.03426359 ...  0.02151132 -0.04221764
 -0.0103574 ]","he fear of God before my eyes I could not have endured so much.”

The husband, glad to get off so easily, promised that he would never
again cause her any pain on his account. This the lady was very willing
to believe, and with her husband’s consent turned away the servant who
had so offended her. And from that time forth they lived most lovingly
together, so that even the errors of the past, by the good that had
resulted from them, served but to increase their happiness.",BAAI/bge-m3
book_of_changes_trans,China/Confucianism,211,"[-0.00492813  0.04391675 -0.05209571 ... -0.02764106 -0.00280248
  0.00274549]","had
resulted from them, served but to increase their happiness.

“Should God give you such husbands, ladies, I pray you despair not until
you have fully tried all means to win them back. There are twenty-four
hours in the day in which a man may change his mind, and a wife who
has gained her husband over by patience and longsuffering should deem
herself more fortunate than if fate and her kinsfolk had given her one
more perfect.”

“It is an example,” said Oisille, “that all married women ought to
follow.”",BAAI/bge-m3
book_of_changes_trans,China/Confucianism,212,"[-0.02453708  0.03586811 -0.0419298  ... -0.02184333 -0.03405505
  0.03971139]","xample,” said Oisille, “that all married women ought to
follow.”

“Follow it who will,” said Parlamente; “for my own part, I should
find it impossible to be patient so long. Although in every condition
patience is a seemly virtue, yet I think that in wedded life it finally
produces ill-will. For, when suffering is caused you by your partner,
you are compelled to keep yourself as much apart from him as possible;
and from such estrangement there springs up contempt for the faithless
one; and this contempt gradually lessens love, for a thing is loved in
proportion as it is esteemed.”",BAAI/bge-m3
book_of_changes_trans,China/Confucianism,213,"[ 0.00263857  0.05165491 -0.01162787 ...  0.0060856   0.03018435
  0.0234555 ]","ens love, for a thing is loved in
proportion as it is esteemed.”

“But there is a danger,” said Ennasuite, “that the impatient wife may
meet with a passionate husband who, instead of patience, will bring her
pain.”

“And what more,” said Parlamente, “could a husband do than was done by
the husband in the story?”

“What more?” said Ennasuite. “Why, beat his wife soundly, and make her
lie in the smaller bed, and his sweetheart in the larger.” (2)",BAAI/bge-m3
book_of_changes_trans,China/Confucianism,214,"[-0.01729493  0.02983397 -0.05033307 ... -0.01943813  0.01142483
 -0.01997083]","r
lie in the smaller bed, and his sweetheart in the larger.” (2)

2 At this period, and for some time afterwards, there were
 usually two beds in the master’s room, a large one for
 himself and his wife, and a small one in which slept a
 trusty servant, male or female. These little beds are shown
 in some of the designs engraved by Abraham Bosse in the
 seventeenth century.--L.",BAAI/bge-m3
book_of_changes_trans,China/Confucianism,215,"[ 0.03022831  0.02160396 -0.02860296 ...  0.00339888 -0.02549747
 -0.02634053]","signs engraved by Abraham Bosse in the
 seventeenth century.--L.

“It is my belief,” said Parlamente, “that a true woman would be less
grieved by being beaten in anger than by being contemned for one of less
worth than herself. After enduring the severance of love, nothing that
her husband could do would be able to cause her any further pain. And in
this wise the story says that the trouble she took to regain him was for
the sake of her children--which I can well believe.”",BAAI/bge-m3
book_of_changes_trans,China/Confucianism,216,"[ 0.02627334  0.01845599 -0.02366067 ... -0.00812144  0.01204067
  0.02383141]","him was for
the sake of her children--which I can well believe.”

“And do you think that it showed great patience on her part,” said
Nomerfide, “to kindle a fire beneath the bed on which her husband was
sleeping.”

“Yes,” said Longarine; “for when she saw the smoke she waked him, and
herein, perhaps, was she most to blame; for the ashes of such a husband
as hers would to my thinking have been good for the making of lye.”",BAAI/bge-m3
book_of_changes_trans,China/Confucianism,217,"[-0.02315638  0.05965832 -0.0164028  ... -0.02294626 -0.00031625
  0.01058099]","hers would to my thinking have been good for the making of lye.”

“You are cruel, Longarine,” said Oisille, “but those are not the terms
on which you lived with your own husband.”

“No,” said Longarine, “for, God be thanked, he never gave me cause. I
have reason to regret him all my life long, not to complain of him.”

“But if he had behaved in such a manner towards you,” said Nomerfide,
“what would you have done?”",BAAI/bge-m3
book_of_changes_trans,China/Confucianism,218,"[ 0.01996052  0.0425721   0.00441488 ... -0.02568042 -0.02638799
  0.04820859]","manner towards you,” said Nomerfide,
“what would you have done?”

“I loved him so dearly,” said Longarine, “that I believe I should have
killed him, and myself as well. To die after taking such a vengeance
would have been sweeter to me than to live faithfully with the
faithless.”",BAAI/bge-m3
book_of_changes_trans,China/Confucianism,219,"[-0.01667711  0.03812115  0.01077546 ... -0.03291595 -0.02758631
  0.02832547]","been sweeter to me than to live faithfully with the
faithless.”

“So far as I can see,” said Hircan, “you do not love your husbands
except for your own sakes. If they are what you want them to be, you
are very fond of them; but if they fall into the slightest error towards
you, they lose on a Saturday the toil of an entire week. Thus you are
minded to rule, and I for my part will consent to it provided, however,
that all other husbands agree.”",BAAI/bge-m3
book_of_changes_trans,China/Confucianism,220,"[ 0.03480493  0.0400459  -0.02742288 ...  0.00923628 -0.00600251
  0.0166525 ]","consent to it provided, however,
that all other husbands agree.”

“It is reasonable,” said Parlamente, “that man should rule us as our
head, but not that he should forsake us or treat us ill.”",BAAI/bge-m3
book_of_changes_trans,China/Confucianism,221,"[ 0.02163669  0.06275189 -0.02416951 ...  0.00400167  0.02358637
 -0.03801646]","as our
head, but not that he should forsake us or treat us ill.”

“God has provided so wisely,” said Oisille, “both for man and for woman,
that I hold marriage, if it be not abused, to be the goodliest and
securest condition imaginable, and I am sure that, whatever they may
seem to do, all here present think the same. And if the man claims to
be wiser than the woman, he will be the more severely blamed should the
fault come from him. But enough of such talk. Let us now see to whom
Dagoucin will give his vote.”",BAAI/bge-m3
